"fdc_id","food_code","wweia_category_code","start_date","end_date"
"2340918","11710030","9404","2019-01-01","2020-12-31"
"2340919","11710051","9402","2019-01-01","2020-12-31"
"2340920","11710056","9404","2019-01-01","2020-12-31"
"2340921","11710351","9402","2019-01-01","2020-12-31"
"2340922","11710357","9404","2019-01-01","2020-12-31"
"2340923","11710358","9404","2019-01-01","2020-12-31"
"2340924","11710359","9404","2019-01-01","2020-12-31"
"2340925","11710371","9402","2019-01-01","2020-12-31"
"2340926","11710377","9404","2019-01-01","2020-12-31"
"2340927","11710378","9404","2019-01-01","2020-12-31"
"2340928","11710379","9404","2019-01-01","2020-12-31"
"2340929","11710381","9402","2019-01-01","2020-12-31"
"2340930","11710383","9404","2019-01-01","2020-12-31"
"2340931","11710481","9404","2019-01-01","2020-12-31"
"2340932","11710605","9404","2019-01-01","2020-12-31"
"2340933","11710621","9402","2019-01-01","2020-12-31"
"2340934","11710629","9404","2019-01-01","2020-12-31"
"2340935","11710631","9402","2019-01-01","2020-12-31"
"2340936","11710637","9404","2019-01-01","2020-12-31"
"2340937","11710638","9404","2019-01-01","2020-12-31"
"2340938","11710639","9404","2019-01-01","2020-12-31"
"2340939","11710661","9402","2019-01-01","2020-12-31"
"2340940","11710669","9404","2019-01-01","2020-12-31"
"2340941","11710671","9402","2019-01-01","2020-12-31"
"2340942","11710677","9404","2019-01-01","2020-12-31"
"2340943","11710678","9404","2019-01-01","2020-12-31"
"2340944","11710679","9404","2019-01-01","2020-12-31"
"2340945","11710689","9404","2019-01-01","2020-12-31"
"2340946","11710801","9402","2019-01-01","2020-12-31"
"2340947","11710807","9404","2019-01-01","2020-12-31"
"2340948","11710810","9404","2019-01-01","2020-12-31"
"2340949","11710815","9404","2019-01-01","2020-12-31"
"2340950","11710905","9404","2019-01-01","2020-12-31"
"2340951","11710911","9402","2019-01-01","2020-12-31"
"2340952","11710917","9404","2019-01-01","2020-12-31"
"2340953","11710918","9404","2019-01-01","2020-12-31"
"2340954","11710919","9404","2019-01-01","2020-12-31"
"2340955","11710921","9404","2019-01-01","2020-12-31"
"2340956","11710930","9404","2019-01-01","2020-12-31"
"2340957","11710935","9404","2019-01-01","2020-12-31"
"2340958","11710945","9402","2019-01-01","2020-12-31"
"2340959","11710954","9404","2019-01-01","2020-12-31"
"2340960","11710955","9402","2019-01-01","2020-12-31"
"2340961","11710967","9404","2019-01-01","2020-12-31"
"2340962","11710968","9404","2019-01-01","2020-12-31"
"2340963","11710969","9404","2019-01-01","2020-12-31"
"2340964","11710970","9404","2019-01-01","2020-12-31"
"2340965","11710980","9404","2019-01-01","2020-12-31"
"2340966","11720311","9402","2019-01-01","2020-12-31"
"2340967","11720317","9404","2019-01-01","2020-12-31"
"2340968","11720318","9404","2019-01-01","2020-12-31"
"2340969","11720319","9404","2019-01-01","2020-12-31"
"2340970","11720411","9402","2019-01-01","2020-12-31"
"2340971","11720417","9404","2019-01-01","2020-12-31"
"2340972","11720418","9404","2019-01-01","2020-12-31"
"2340973","11720419","9404","2019-01-01","2020-12-31"
"2340974","11720430","9402","2019-01-01","2020-12-31"
"2340975","11720611","9402","2019-01-01","2020-12-31"
"2340976","11720617","9404","2019-01-01","2020-12-31"
"2340977","11720618","9404","2019-01-01","2020-12-31"
"2340978","11720619","9404","2019-01-01","2020-12-31"
"2340979","11720809","9404","2019-01-01","2020-12-31"
"2340980","11740311","9402","2019-01-01","2020-12-31"
"2340981","11740313","9404","2019-01-01","2020-12-31"
"2340982","11740401","9402","2019-01-01","2020-12-31"
"2340983","11740403","9404","2019-01-01","2020-12-31"
"2340984","11740405","9404","2019-01-01","2020-12-31"
"2340985","11740560","9404","2019-01-01","2020-12-31"
"2340986","11810000","9999","2019-01-01","2020-12-31"
"2340987","11813000","9999","2019-01-01","2020-12-31"
"2340988","11825000","9999","2019-01-01","2020-12-31"
"2340989","11830150","9999","2019-01-01","2020-12-31"
"2340990","11830160","9999","2019-01-01","2020-12-31"
"2340991","11830165","9999","2019-01-01","2020-12-31"
"2340992","11830260","9999","2019-01-01","2020-12-31"
"2340993","11830400","9999","2019-01-01","2020-12-31"
"2340994","12100100","8008","2019-01-01","2020-12-31"
"2340995","12110100","8008","2019-01-01","2020-12-31"
"2340996","12120100","8008","2019-01-01","2020-12-31"
"2340997","12120106","8008","2019-01-01","2020-12-31"
"2340998","12120110","8008","2019-01-01","2020-12-31"
"2340999","12130100","8008","2019-01-01","2020-12-31"
"2341000","12140000","8006","2019-01-01","2020-12-31"
"2341001","12200100","8008","2019-01-01","2020-12-31"
"2341002","12210200","8008","2019-01-01","2020-12-31"
"2341003","12210210","8008","2019-01-01","2020-12-31"
"2341004","12210260","8008","2019-01-01","2020-12-31"
"2341005","12210270","8008","2019-01-01","2020-12-31"
"2341006","12210280","8008","2019-01-01","2020-12-31"
"2341007","12210310","8008","2019-01-01","2020-12-31"
"2341008","12210400","8008","2019-01-01","2020-12-31"
"2341009","12210420","8008","2019-01-01","2020-12-31"
"2341010","12210430","8008","2019-01-01","2020-12-31"
"2341011","12210440","8008","2019-01-01","2020-12-31"
"2341012","12210505","8008","2019-01-01","2020-12-31"
"2341013","12210520","8008","2019-01-01","2020-12-31"
"2341014","12220200","8006","2019-01-01","2020-12-31"
"2341015","12220270","8006","2019-01-01","2020-12-31"
"2341016","12220280","8006","2019-01-01","2020-12-31"
"2341017","12310100","8006","2019-01-01","2020-12-31"
"2341018","12310350","8006","2019-01-01","2020-12-31"
"2341019","12310370","8006","2019-01-01","2020-12-31"
"2341020","12320100","8006","2019-01-01","2020-12-31"
"2341021","12350010","8412","2019-01-01","2020-12-31"
"2341022","12350200","8412","2019-01-01","2020-12-31"
"2341023","12350205","8412","2019-01-01","2020-12-31"
"2341024","12350220","8412","2019-01-01","2020-12-31"
"2341025","12350225","8412","2019-01-01","2020-12-31"
"2341026","12350230","8412","2019-01-01","2020-12-31"
"2341027","12350235","8412","2019-01-01","2020-12-31"
"2341028","12350240","8412","2019-01-01","2020-12-31"
"2341029","12350245","8412","2019-01-01","2020-12-31"
"2341030","12350250","8412","2019-01-01","2020-12-31"
"2341031","12350255","8412","2019-01-01","2020-12-31"
"2341032","13110000","5802","2019-01-01","2020-12-31"
"2341033","13110100","5802","2019-01-01","2020-12-31"
"2341034","13110102","5802","2019-01-01","2020-12-31"
"2341035","13110110","5802","2019-01-01","2020-12-31"
"2341036","13110112","5802","2019-01-01","2020-12-31"
"2341037","13110200","5802","2019-01-01","2020-12-31"
"2341038","13110210","5802","2019-01-01","2020-12-31"
"2341039","13110460","5802","2019-01-01","2020-12-31"
"2341040","13110470","5802","2019-01-01","2020-12-31"
"2341041","13120050","5802","2019-01-01","2020-12-31"
"2341042","13120100","5802","2019-01-01","2020-12-31"
"2341043","13120110","5802","2019-01-01","2020-12-31"
"2341044","13120140","5802","2019-01-01","2020-12-31"
"2341045","13120500","5802","2019-01-01","2020-12-31"
"2341046","13120510","5802","2019-01-01","2020-12-31"
"2341047","13120550","5802","2019-01-01","2020-12-31"
"2341048","13120730","5802","2019-01-01","2020-12-31"
"2341049","13120735","5802","2019-01-01","2020-12-31"
"2341050","13120740","5802","2019-01-01","2020-12-31"
"2341051","13120770","5802","2019-01-01","2020-12-31"
"2341052","13120775","5802","2019-01-01","2020-12-31"
"2341053","13120782","5802","2019-01-01","2020-12-31"
"2341054","13120784","5802","2019-01-01","2020-12-31"
"2341055","13120786","5802","2019-01-01","2020-12-31"
"2341056","13120788","5802","2019-01-01","2020-12-31"
"2341057","13120790","5802","2019-01-01","2020-12-31"
"2341058","13120792","5802","2019-01-01","2020-12-31"
"2341059","13120800","1402","2019-01-01","2020-12-31"
"2341060","13120810","1402","2019-01-01","2020-12-31"
"2341061","13121000","5802","2019-01-01","2020-12-31"
"2341062","13121100","5802","2019-01-01","2020-12-31"
"2341063","13121120","5802","2019-01-01","2020-12-31"
"2341064","13121300","5802","2019-01-01","2020-12-31"
"2341065","13121400","5802","2019-01-01","2020-12-31"
"2341066","13126000","5802","2019-01-01","2020-12-31"
"2341067","13130100","5802","2019-01-01","2020-12-31"
"2341068","13130300","5802","2019-01-01","2020-12-31"
"2341069","13130310","5802","2019-01-01","2020-12-31"
"2341070","13130700","5802","2019-01-01","2020-12-31"
"2341071","13135000","5802","2019-01-01","2020-12-31"
"2341072","13135010","5802","2019-01-01","2020-12-31"
"2341073","13140000","5802","2019-01-01","2020-12-31"
"2341074","13140100","5802","2019-01-01","2020-12-31"
"2341075","13140115","5802","2019-01-01","2020-12-31"
"2341076","13140700","5802","2019-01-01","2020-12-31"
"2341077","13140900","5802","2019-01-01","2020-12-31"
"2341078","13142100","5802","2019-01-01","2020-12-31"
"2341079","13142110","5802","2019-01-01","2020-12-31"
"2341080","13150000","5802","2019-01-01","2020-12-31"
"2341081","13161600","5802","2019-01-01","2020-12-31"
"2341082","13200110","5804","2019-01-01","2020-12-31"
"2341083","13210110","5804","2019-01-01","2020-12-31"
"2341084","13210280","5804","2019-01-01","2020-12-31"
"2341085","13210300","5804","2019-01-01","2020-12-31"
"2341086","13210350","5804","2019-01-01","2020-12-31"
"2341087","13210370","5804","2019-01-01","2020-12-31"
"2341088","13210410","5804","2019-01-01","2020-12-31"
"2341089","13210450","5804","2019-01-01","2020-12-31"
"2341090","13210520","5804","2019-01-01","2020-12-31"
"2341091","13220110","5804","2019-01-01","2020-12-31"
"2341092","13220120","5804","2019-01-01","2020-12-31"
"2341093","13220210","5804","2019-01-01","2020-12-31"
"2341094","13220220","5804","2019-01-01","2020-12-31"
"2341095","13230110","5804","2019-01-01","2020-12-31"
"2341096","13230120","5804","2019-01-01","2020-12-31"
"2341097","13230130","5804","2019-01-01","2020-12-31"
"2341098","13230140","5804","2019-01-01","2020-12-31"
"2341099","13230500","5804","2019-01-01","2020-12-31"
"2341100","13241000","5804","2019-01-01","2020-12-31"
"2341101","13250000","5804","2019-01-01","2020-12-31"
"2341102","13252200","5804","2019-01-01","2020-12-31"
"2341103","13252500","5804","2019-01-01","2020-12-31"
"2341104","13252590","5804","2019-01-01","2020-12-31"
"2341105","13252600","5502","2019-01-01","2020-12-31"
"2341106","13411000","8412","2019-01-01","2020-12-31"
"2341107","14010000","1602","2019-01-01","2020-12-31"
"2341108","14101010","1602","2019-01-01","2020-12-31"
"2341109","14102010","1602","2019-01-01","2020-12-31"
"2341110","14103010","1602","2019-01-01","2020-12-31"
"2341111","14103020","1602","2019-01-01","2020-12-31"
"2341112","14104100","1602","2019-01-01","2020-12-31"
"2341113","14104110","1602","2019-01-01","2020-12-31"
"2341114","14104115","1602","2019-01-01","2020-12-31"
"2341115","14104200","1602","2019-01-01","2020-12-31"
"2341116","14104250","1602","2019-01-01","2020-12-31"
"2341117","14104400","1602","2019-01-01","2020-12-31"
"2341118","14104600","1602","2019-01-01","2020-12-31"
"2341119","14104700","1602","2019-01-01","2020-12-31"
"2341120","14105010","1602","2019-01-01","2020-12-31"
"2341121","14105200","1602","2019-01-01","2020-12-31"
"2341122","14106010","1602","2019-01-01","2020-12-31"
"2341123","14106200","1602","2019-01-01","2020-12-31"
"2341124","14106500","1602","2019-01-01","2020-12-31"
"2341125","14107010","1602","2019-01-01","2020-12-31"
"2341126","14107030","1602","2019-01-01","2020-12-31"
"2341127","14107040","1602","2019-01-01","2020-12-31"
"2341128","14107060","1602","2019-01-01","2020-12-31"
"2341129","14107200","1602","2019-01-01","2020-12-31"
"2341130","14107250","1602","2019-01-01","2020-12-31"
"2341131","14108010","1602","2019-01-01","2020-12-31"
"2341132","14108015","1602","2019-01-01","2020-12-31"
"2341133","14108020","1602","2019-01-01","2020-12-31"
"2341134","14108060","1602","2019-01-01","2020-12-31"
"2341135","14108200","1602","2019-01-01","2020-12-31"
"2341136","14108400","1602","2019-01-01","2020-12-31"
"2341137","14108420","1602","2019-01-01","2020-12-31"
"2341138","14109010","1602","2019-01-01","2020-12-31"
"2341139","14109020","1602","2019-01-01","2020-12-31"
"2341140","14109030","1602","2019-01-01","2020-12-31"
"2341141","14109040","1602","2019-01-01","2020-12-31"
"2341142","14110010","1602","2019-01-01","2020-12-31"
"2341143","14110050","1602","2019-01-01","2020-12-31"
"2341144","14120010","1602","2019-01-01","2020-12-31"
"2341145","14120020","1602","2019-01-01","2020-12-31"
"2341146","14131000","1602","2019-01-01","2020-12-31"
"2341147","14131500","1602","2019-01-01","2020-12-31"
"2341148","14133000","1602","2019-01-01","2020-12-31"
"2341149","14134000","1602","2019-01-01","2020-12-31"
"2341150","14200100","1604","2019-01-01","2020-12-31"
"2341151","14201010","1604","2019-01-01","2020-12-31"
"2341152","14201200","1604","2019-01-01","2020-12-31"
"2341153","14201500","1604","2019-01-01","2020-12-31"
"2341154","14202010","1604","2019-01-01","2020-12-31"
"2341155","14202020","1604","2019-01-01","2020-12-31"
"2341156","14203010","1604","2019-01-01","2020-12-31"
"2341157","14203020","1604","2019-01-01","2020-12-31"
"2341158","14203510","1604","2019-01-01","2020-12-31"
"2341159","14204010","1604","2019-01-01","2020-12-31"
"2341160","14204020","1604","2019-01-01","2020-12-31"
"2341161","14206010","1604","2019-01-01","2020-12-31"
"2341162","14207010","1604","2019-01-01","2020-12-31"
"2341163","14301010","8006","2019-01-01","2020-12-31"
"2341164","14301100","8006","2019-01-01","2020-12-31"
"2341165","14303010","8006","2019-01-01","2020-12-31"
"2341166","14410100","1602","2019-01-01","2020-12-31"
"2341167","14410110","1602","2019-01-01","2020-12-31"
"2341168","14410120","1602","2019-01-01","2020-12-31"
"2341169","14410130","1602","2019-01-01","2020-12-31"
"2341170","14410210","1602","2019-01-01","2020-12-31"
"2341171","14410330","1602","2019-01-01","2020-12-31"
"2341172","14410380","8006","2019-01-01","2020-12-31"
"2341173","14410500","1602","2019-01-01","2020-12-31"
"2341174","14410600","1602","2019-01-01","2020-12-31"
"2341175","14410620","1602","2019-01-01","2020-12-31"
"2341176","14420100","1602","2019-01-01","2020-12-31"
"2341177","14420160","1602","2019-01-01","2020-12-31"
"2341178","14420200","8006","2019-01-01","2020-12-31"
"2341179","14420210","8006","2019-01-01","2020-12-31"
"2341180","14420300","1602","2019-01-01","2020-12-31"
"2341181","14502000","1602","2019-01-01","2020-12-31"
"2341182","14610200","1604","2019-01-01","2020-12-31"
"2341183","14610210","1604","2019-01-01","2020-12-31"
"2341184","14610250","1604","2019-01-01","2020-12-31"
"2341185","14610520","1602","2019-01-01","2020-12-31"
"2341186","14620110","8412","2019-01-01","2020-12-31"
"2341187","14620115","8412","2019-01-01","2020-12-31"
"2341188","14620130","8412","2019-01-01","2020-12-31"
"2341189","14620150","8412","2019-01-01","2020-12-31"
"2341190","14620200","8412","2019-01-01","2020-12-31"
"2341191","14620300","3602","2019-01-01","2020-12-31"
"2341192","14620310","3602","2019-01-01","2020-12-31"
"2341193","14620320","3602","2019-01-01","2020-12-31"
"2341194","14620330","3602","2019-01-01","2020-12-31"
"2341195","14630100","8412","2019-01-01","2020-12-31"
"2341196","14630200","2502","2019-01-01","2020-12-31"
"2341197","14630300","8412","2019-01-01","2020-12-31"
"2341198","14640000","3720","2019-01-01","2020-12-31"
"2341199","14640002","3720","2019-01-01","2020-12-31"
"2341200","14640004","3720","2019-01-01","2020-12-31"
"2341201","14640008","3720","2019-01-01","2020-12-31"
"2341202","14640010","3720","2019-01-01","2020-12-31"
"2341203","14640014","3720","2019-01-01","2020-12-31"
"2341204","14640016","3720","2019-01-01","2020-12-31"
"2341205","14640100","3720","2019-01-01","2020-12-31"
"2341206","14640105","3720","2019-01-01","2020-12-31"
"2341207","14640110","3720","2019-01-01","2020-12-31"
"2341208","14640125","3720","2019-01-01","2020-12-31"
"2341209","14640130","3720","2019-01-01","2020-12-31"
"2341210","14640155","3720","2019-01-01","2020-12-31"
"2341211","14640160","3720","2019-01-01","2020-12-31"
"2341212","14650100","8412","2019-01-01","2020-12-31"
"2341213","14650160","8412","2019-01-01","2020-12-31"
"2341214","14650165","8412","2019-01-01","2020-12-31"
"2341215","14650170","8412","2019-01-01","2020-12-31"
"2341216","14650175","8412","2019-01-01","2020-12-31"
"2341217","14650180","8412","2019-01-01","2020-12-31"
"2341218","14650185","8412","2019-01-01","2020-12-31"
"2341219","14650190","8412","2019-01-01","2020-12-31"
"2341220","14650195","8412","2019-01-01","2020-12-31"
"2341221","14660200","1602","2019-01-01","2020-12-31"
"2341222","14670000","6432","2019-01-01","2020-12-31"
"2341223","14710100","3802","2019-01-01","2020-12-31"
"2341224","20000000","2002","2019-01-01","2020-12-31"
"2341225","20000200","2004","2019-01-01","2020-12-31"
"2341226","20000300","9008","2019-01-01","2020-12-31"
"2341227","21000100","2002","2019-01-01","2020-12-31"
"2341228","21001000","2002","2019-01-01","2020-12-31"
"2341229","21101000","2002","2019-01-01","2020-12-31"
"2341230","21101140","2002","2019-01-01","2020-12-31"
"2341231","21101150","2002","2019-01-01","2020-12-31"
"2341232","21101160","2002","2019-01-01","2020-12-31"
"2341233","21101170","2002","2019-01-01","2020-12-31"
"2341234","21101180","2002","2019-01-01","2020-12-31"
"2341235","21101190","2002","2019-01-01","2020-12-31"
"2341236","21102140","2002","2019-01-01","2020-12-31"
"2341237","21102150","2002","2019-01-01","2020-12-31"
"2341238","21102160","2002","2019-01-01","2020-12-31"
"2341239","21102170","2002","2019-01-01","2020-12-31"
"2341240","21102180","2002","2019-01-01","2020-12-31"
"2341241","21102190","2002","2019-01-01","2020-12-31"
"2341242","21103140","2002","2019-01-01","2020-12-31"
"2341243","21103150","2002","2019-01-01","2020-12-31"
"2341244","21103160","2002","2019-01-01","2020-12-31"
"2341245","21103170","2002","2019-01-01","2020-12-31"
"2341246","21103180","2002","2019-01-01","2020-12-31"
"2341247","21104110","2002","2019-01-01","2020-12-31"
"2341248","21301000","2002","2019-01-01","2020-12-31"
"2341249","21302000","2002","2019-01-01","2020-12-31"
"2341250","21304200","2002","2019-01-01","2020-12-31"
"2341251","21305000","2002","2019-01-01","2020-12-31"
"2341252","21401000","2002","2019-01-01","2020-12-31"
"2341253","21407000","2002","2019-01-01","2020-12-31"
"2341254","21410000","2002","2019-01-01","2020-12-31"
"2341255","21416000","2602","2019-01-01","2020-12-31"
"2341256","21417100","2002","2019-01-01","2020-12-31"
"2341257","21420100","2002","2019-01-01","2020-12-31"
"2341258","21500000","2004","2019-01-01","2020-12-31"
"2341259","21500100","2004","2019-01-01","2020-12-31"
"2341260","21500310","2004","2019-01-01","2020-12-31"
"2341261","21601000","2604","2019-01-01","2020-12-31"
"2341262","21601010","2604","2019-01-01","2020-12-31"
"2341263","21602000","2602","2019-01-01","2020-12-31"
"2341264","21602010","2602","2019-01-01","2020-12-31"
"2341265","21602100","2602","2019-01-01","2020-12-31"
"2341266","21701010","9008","2019-01-01","2020-12-31"
"2341267","22000100","2006","2019-01-01","2020-12-31"
"2341268","22002000","2006","2019-01-01","2020-12-31"
"2341269","22002050","2006","2019-01-01","2020-12-31"
"2341270","22002800","2602","2019-01-01","2020-12-31"
"2341271","22101000","2006","2019-01-01","2020-12-31"
"2341272","22101010","2006","2019-01-01","2020-12-31"
"2341273","22101020","2006","2019-01-01","2020-12-31"
"2341274","22101300","2006","2019-01-01","2020-12-31"
"2341275","22101310","2006","2019-01-01","2020-12-31"
